areaCode,areaName,areaType,date,hospitalCases
K02000001,United Kingdom,overview,2020-06-19,4389
K02000001,United Kingdom,overview,2020-06-18,4530
K02000001,United Kingdom,overview,2020-06-17,4687
K02000001,United Kingdom,overview,2020-06-16,4825
K02000001,United Kingdom,overview,2020-06-15,4829
K02000001,United Kingdom,overview,2020-06-14,4866
K02000001,United Kingdom,overview,2020-06-13,4898
K02000001,United Kingdom,overview,2020-06-12,5045
K02000001,United Kingdom,overview,2020-06-11,5132
K02000001,United Kingdom,overview,2020-06-10,5423
K02000001,United Kingdom,overview,2020-06-09,5684
K02000001,United Kingdom,overview,2020-06-08,5879
K02000001,United Kingdom,overview,2020-06-07,5892
K02000001,United Kingdom,overview,2020-06-06,6097
K02000001,United Kingdom,overview,2020-06-05,6325
K02000001,United Kingdom,overview,2020-06-04,6525
K02000001,United Kingdom,overview,2020-06-03,6750
K02000001,United Kingdom,overview,2020-06-02,7014
K02000001,United Kingdom,overview,2020-06-01,7171
K02000001,United Kingdom,overview,2020-05-31,7154
K02000001,United Kingdom,overview,2020-05-30,7184
K02000001,United Kingdom,overview,2020-05-29,7504
K02000001,United Kingdom,overview,2020-05-28,7819
K02000001,United Kingdom,overview,2020-05-27,8131
K02000001,United Kingdom,overview,2020-05-26,8641
K02000001,United Kingdom,overview,2020-05-25,8744
K02000001,United Kingdom,overview,2020-05-24,8725
K02000001,United Kingdom,overview,2020-05-23,8725
K02000001,United Kingdom,overview,2020-05-22,9096
K02000001,United Kingdom,overview,2020-05-21,9199
K02000001,United Kingdom,overview,2020-05-20,9468
K02000001,United Kingdom,overview,2020-05-19,9908
K02000001,United Kingdom,overview,2020-05-18,10126
K02000001,United Kingdom,overview,2020-05-17,10088
K02000001,United Kingdom,overview,2020-05-16,10126
K02000001,United Kingdom,overview,2020-05-15,10577
K02000001,United Kingdom,overview,2020-05-14,10804
K02000001,United Kingdom,overview,2020-05-13,11213
K02000001,United Kingdom,overview,2020-05-12,11457
K02000001,United Kingdom,overview,2020-05-11,11832
K02000001,United Kingdom,overview,2020-05-10,11595
K02000001,United Kingdom,overview,2020-05-09,11887
K02000001,United Kingdom,overview,2020-05-08,11933
K02000001,United Kingdom,overview,2020-05-07,12501
K02000001,United Kingdom,overview,2020-05-06,13019
K02000001,United Kingdom,overview,2020-05-05,13594
K02000001,United Kingdom,overview,2020-05-04,13962
K02000001,United Kingdom,overview,2020-05-03,14057
K02000001,United Kingdom,overview,2020-05-02,14244
K02000001,United Kingdom,overview,2020-05-01,14591
K02000001,United Kingdom,overview,2020-04-30,15031
K02000001,United Kingdom,overview,2020-04-29,15392
K02000001,United Kingdom,overview,2020-04-28,15746
K02000001,United Kingdom,overview,2020-04-27,16524
K02000001,United Kingdom,overview,2020-04-26,16410
K02000001,United Kingdom,overview,2020-04-25,16458
K02000001,United Kingdom,overview,2020-04-24,16916
K02000001,United Kingdom,overview,2020-04-23,17719
K02000001,United Kingdom,overview,2020-04-22,18383
K02000001,United Kingdom,overview,2020-04-21,18992
K02000001,United Kingdom,overview,2020-04-20,19185
K02000001,United Kingdom,overview,2020-04-19,19428
K02000001,United Kingdom,overview,2020-04-18,19318
K02000001,United Kingdom,overview,2020-04-17,19188
K02000001,United Kingdom,overview,2020-04-16,20250
K02000001,United Kingdom,overview,2020-04-15,20440
K02000001,United Kingdom,overview,2020-04-14,21125
K02000001,United Kingdom,overview,2020-04-13,21144
K02000001,United Kingdom,overview,2020-04-12,21516
K02000001,United Kingdom,overview,2020-04-11,21075
K02000001,United Kingdom,overview,2020-04-10,21092
K02000001,United Kingdom,overview,2020-04-09,20795
K02000001,United Kingdom,overview,2020-04-08,20512
K02000001,United Kingdom,overview,2020-04-07,20000
K02000001,United Kingdom,overview,2020-04-06,19252
K02000001,United Kingdom,overview,2020-04-05,18619
K02000001,United Kingdom,overview,2020-04-04,17269
K02000001,United Kingdom,overview,2020-04-03,15327
K02000001,United Kingdom,overview,2020-04-02,13650
K02000001,United Kingdom,overview,2020-04-01,13431
